'Date: 2017-03-14, 20:57:37; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: F; OrderID: 46710;'
'Date: 2017-03-14, 20:57:38; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: F; OrderID: 46727;'
'Date: 2017-03-14, 20:57:38; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: I; OrderID: 46755;'
'Date: 2017-03-14, 20:57:38; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: F; OrderID: 46827;'
'Date: 2017-03-14, 20:57:38; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: F; OrderID: 46872;'
'Date: 2017-03-14, 20:57:38; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: I; OrderID: 46882;'
'Date: 2017-03-14, 20:57:39; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: I; OrderID: 46965;'
'Date: 2017-03-14, 20:57:39; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: F; OrderID: 46978;'
'Date: 2017-03-14, 20:57:39; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61715;'
'Date: 2017-03-14, 20:57:39; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61728;'
'Date: 2017-03-14, 20:57:39; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61731;'
'Date: 2017-03-14, 20:57:39; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61733;'
'Date: 2017-03-14, 20:57:40; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61741;'
'Date: 2017-03-14, 20:57:40; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61750;'
'Date: 2017-03-14, 20:57:40; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61752;'
'Date: 2017-03-14, 20:57:40; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61759;'
'Date: 2017-03-14, 20:57:40; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61764;'
